date,areaType,areaCode,areaName,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
24/11/2020,region,E12000006,East of England,1029,22
23/06/2020,region,E12000007,London,50,0
22/06/2020,region,E12000007,London,51,3
21/06/2020,region,E12000007,London,27,2
23/11/2020,region,E12000006,East of England,1234,24
22/11/2020,region,E12000006,East of England,804,25
21/11/2020,region,E12000006,East of England,803,25
20/11/2020,region,E12000006,East of England,1057,21
20/06/2020,region,E12000007,London,29,2
19/06/2020,region,E12000007,London,38,2
18/06/2020,region,E12000007,London,46,0
17/06/2020,region,E12000007,London,43,1
16/06/2020,region,E12000007,London,46,1
15/06/2020,region,E12000007,London,41,2
19/11/2020,region,E12000006,East of England,1178,26
14/06/2020,region,E12000007,London,31,2
18/11/2020,region,E12000006,East of England,1249,21
13/06/2020,region,E12000007,London,39,1
17/11/2020,region,E12000006,East of England,1318,19
16/11/2020,region,E12000006,East of England,1595,15
15/11/2020,region,E12000006,East of England,913,10
14/11/2020,region,E12000006,East of England,984,24
13/11/2020,region,E12000006,East of England,1365,19
12/11/2020,region,E12000006,East of England,1373,19
11/11/2020,region,E12000006,East of England,1608,23
10/11/2020,region,E12000006,East of England,1458,23
09/11/2020,region,E12000006,East of England,1796,26
08/11/2020,region,E12000006,East of England,1077,20
07/11/2020,region,E12000006,East of England,1008,15
06/11/2020,region,E12000006,East of England,1107,22
12/06/2020,region,E12000007,London,54,5
11/06/2020,region,E12000007,London,47,5
10/06/2020,region,E12000007,London,52,5
09/06/2020,region,E12000007,London,71,2
08/06/2020,region,E12000007,London,57,8
07/06/2020,region,E12000007,London,45,5
06/06/2020,region,E12000007,London,46,3
05/06/2020,region,E12000007,London,46,2
05/11/2020,region,E12000006,East of England,1115,21
04/11/2020,region,E12000006,East of England,1044,13
03/11/2020,region,E12000006,East of England,1146,17
02/11/2020,region,E12000006,East of England,1374,14
01/11/2020,region,E12000006,East of England,633,19
31/10/2020,region,E12000006,East of England,722,18
04/06/2020,region,E12000007,London,57,6
03/06/2020,region,E12000007,London,80,6
02/06/2020,region,E12000007,London,49,7
01/06/2020,region,E12000007,London,50,6
30/10/2020,region,E12000006,East of England,994,18
29/10/2020,region,E12000006,East of England,973,18
28/10/2020,region,E12000006,East of England,1018,15
27/10/2020,region,E12000006,East of England,937,12
31/05/2020,region,E12000007,London,38,5
30/05/2020,region,E12000007,London,39,7
26/10/2020,region,E12000006,East of England,1146,10
29/05/2020,region,E12000007,London,55,5
25/10/2020,region,E12000006,East of England,568,13
24/10/2020,region,E12000006,East of England,599,6
23/10/2020,region,E12000006,East of England,991,15
28/05/2020,region,E12000007,London,75,9
27/05/2020,region,E12000007,London,85,8
22/10/2020,region,E12000006,East of England,995,9
21/10/2020,region,E12000006,East of England,1044,12
26/05/2020,region,E12000007,London,66,10
25/05/2020,region,E12000007,London,57,9
24/05/2020,region,E12000007,London,51,6
20/10/2020,region,E12000006,East of England,1094,11
19/10/2020,region,E12000006,East of England,1035,7
23/05/2020,region,E12000007,London,65,6
22/05/2020,region,E12000007,London,82,8
21/05/2020,region,E12000007,London,158,12
20/05/2020,region,E12000007,London,142,16
18/10/2020,region,E12000006,East of England,584,6
17/10/2020,region,E12000006,East of England,507,8
16/10/2020,region,E12000006,East of England,658,6
19/05/2020,region,E12000007,London,129,19
18/05/2020,region,E12000007,London,112,13
17/05/2020,region,E12000007,London,79,15
14/10/2020,region,E12000006,East of England,679,2
13/10/2020,region,E12000006,East of England,731,2
12/10/2020,region,E12000006,East of England,703,3
11/10/2020,region,E12000006,East of England,378,4
10/10/2020,region,E12000006,East of England,331,6
09/10/2020,region,E12000006,East of England,566,2
08/10/2020,region,E12000006,East of England,577,3
07/10/2020,region,E12000006,East of England,538,8
06/10/2020,region,E12000006,East of England,564,4
05/10/2020,region,E12000006,East of England,531,1
04/10/2020,region,E12000006,East of England,359,1
03/10/2020,region,E12000006,East of England,359,1
02/10/2020,region,E12000006,East of England,412,1
16/05/2020,region,E12000007,London,73,10
01/10/2020,region,E12000006,East of England,359,3
15/05/2020,region,E12000007,London,133,17
14/05/2020,region,E12000007,London,158,18
13/05/2020,region,E12000007,London,204,12
12/05/2020,region,E12000007,London,194,15
11/05/2020,region,E12000007,London,162,23
29/09/2020,region,E12000006,East of England,333,4
28/09/2020,region,E12000006,East of England,312,5
10/05/2020,region,E12000007,London,125,27
27/09/2020,region,E12000006,East of England,209,1
09/05/2020,region,E12000007,London,129,25
26/09/2020,region,E12000006,East of England,166,1
25/09/2020,region,E12000006,East of England,216,2
24/09/2020,region,E12000006,East of England,227,1
23/09/2020,region,E12000006,East of England,193,1
08/05/2020,region,E12000007,London,206,29
22/09/2020,region,E12000006,East of England,214,3
21/09/2020,region,E12000006,East of England,166,0
20/09/2020,region,E12000006,East of England,163,2
07/05/2020,region,E12000007,London,274,28
06/05/2020,region,E12000007,London,269,42
05/05/2020,region,E12000007,London,218,33
19/09/2020,region,E12000006,East of England,146,0
04/05/2020,region,E12000007,London,249,37
18/09/2020,region,E12000006,East of England,206,0
17/09/2020,region,E12000006,East of England,145,1
16/09/2020,region,E12000006,East of England,142,1
15/09/2020,region,E12000006,East of England,150,0
14/09/2020,region,E12000006,East of England,142,1
13/09/2020,region,E12000006,East of England,57,1
03/05/2020,region,E12000007,London,167,43
02/05/2020,region,E12000007,London,248,53
01/05/2020,region,E12000007,London,354,43
30/04/2020,region,E12000007,London,425,44
29/04/2020,region,E12000007,London,428,52
28/04/2020,region,E12000007,London,312,58
27/04/2020,region,E12000007,London,419,53
26/04/2020,region,E12000007,London,310,63
25/04/2020,region,E12000007,London,333,60
24/04/2020,region,E12000007,London,378,74
23/04/2020,region,E12000007,London,521,76
22/04/2020,region,E12000007,London,399,111
21/04/2020,region,E12000007,London,466,103
20/04/2020,region,E12000007,London,433,97
19/04/2020,region,E12000007,London,395,115
18/04/2020,region,E12000007,London,400,116
17/04/2020,region,E12000007,London,580,109
16/04/2020,region,E12000007,London,578,139
15/04/2020,region,E12000007,London,659,146
14/04/2020,region,E12000007,London,597,144
13/04/2020,region,E12000007,London,601,170
12/04/2020,region,E12000007,London,501,169
11/04/2020,region,E12000007,London,522,165
10/04/2020,region,E12000007,London,619,174
09/04/2020,region,E12000007,London,798,198
08/04/2020,region,E12000007,London,873,232
07/04/2020,region,E12000007,London,952,222
06/04/2020,region,E12000007,London,858,195
05/04/2020,region,E12000007,London,633,196
12/09/2020,region,E12000006,East of England,83,0
11/09/2020,region,E12000006,East of England,129,0
04/04/2020,region,E12000007,London,765,224
03/04/2020,region,E12000007,London,982,190
02/04/2020,region,E12000007,London,1068,195
01/04/2020,region,E12000007,London,977,189
31/03/2020,region,E12000007,London,934,178
10/09/2020,region,E12000006,East of England,164,0
09/09/2020,region,E12000006,East of England,127,0
08/09/2020,region,E12000006,East of England,167,0
07/09/2020,region,E12000006,East of England,154,0
06/09/2020,region,E12000006,East of England,79,1
05/09/2020,region,E12000006,East of England,97,0
04/09/2020,region,E12000006,East of England,119,0
30/03/2020,region,E12000007,London,868,151
03/09/2020,region,E12000006,East of England,152,1
02/09/2020,region,E12000006,East of England,171,1
01/09/2020,region,E12000006,East of England,124,0
31/08/2020,region,E12000006,East of England,101,0
29/03/2020,region,E12000007,London,598,141
28/03/2020,region,E12000007,London,577,120
27/03/2020,region,E12000007,London,818,126
26/03/2020,region,E12000007,London,765,123
25/03/2020,region,E12000007,London,756,116
24/03/2020,region,E12000007,London,633,88
23/03/2020,region,E12000007,London,688,56
30/08/2020,region,E12000006,East of England,88,0
29/08/2020,region,E12000006,East of England,80,0
28/08/2020,region,E12000006,East of England,102,0
27/08/2020,region,E12000006,East of England,121,1
26/08/2020,region,E12000006,East of England,93,1
22/03/2020,region,E12000007,London,438,53
21/03/2020,region,E12000007,London,351,47
25/08/2020,region,E12000006,East of England,100,0
20/03/2020,region,E12000007,London,426,45
19/03/2020,region,E12000007,London,332,25
18/03/2020,region,E12000007,London,355,26
17/03/2020,region,E12000007,London,311,23
16/03/2020,region,E12000007,London,234,15
15/03/2020,region,E12000007,London,165,9
24/08/2020,region,E12000006,East of England,102,1
14/03/2020,region,E12000007,London,150,11
13/03/2020,region,E12000007,London,135,6
12/03/2020,region,E12000007,London,164,6
11/03/2020,region,E12000007,London,183,4
10/03/2020,region,E12000007,London,92,1
09/03/2020,region,E12000007,London,53,2
23/08/2020,region,E12000006,East of England,52,1
22/08/2020,region,E12000006,East of England,50,0
21/08/2020,region,E12000006,East of England,63,0
20/08/2020,region,E12000006,East of England,82,2
19/08/2020,region,E12000006,East of England,63,0
18/08/2020,region,E12000006,East of England,59,2
17/08/2020,region,E12000006,East of England,63,1
16/08/2020,region,E12000006,East of England,27,0
15/08/2020,region,E12000006,East of England,31,0
14/08/2020,region,E12000006,East of England,68,1
13/08/2020,region,E12000006,East of England,61,0
12/08/2020,region,E12000006,East of England,66,1
11/08/2020,region,E12000006,East of England,48,2
10/08/2020,region,E12000006,East of England,67,0
09/08/2020,region,E12000006,East of England,23,1
08/08/2020,region,E12000006,East of England,44,0
07/08/2020,region,E12000006,East of England,68,1
08/03/2020,region,E12000007,London,22,
07/03/2020,region,E12000007,London,15,
06/08/2020,region,E12000006,East of England,44,0
05/08/2020,region,E12000006,East of England,53,0
04/08/2020,region,E12000006,East of England,56,1
03/08/2020,region,E12000006,East of England,68,0
02/08/2020,region,E12000006,East of England,36,0
01/08/2020,region,E12000006,East of England,22,1
31/07/2020,region,E12000006,East of England,32,1
30/07/2020,region,E12000006,East of England,52,1
29/07/2020,region,E12000006,East of England,66,0
28/07/2020,region,E12000006,East of England,56,1
27/07/2020,region,E12000006,East of England,65,2
26/07/2020,region,E12000006,East of England,26,1
25/07/2020,region,E12000006,East of England,28,1
24/07/2020,region,E12000006,East of England,79,1
23/07/2020,region,E12000006,East of England,50,1
06/03/2020,region,E12000007,London,24,
05/03/2020,region,E12000007,London,14,
22/07/2020,region,E12000006,East of England,54,3
04/03/2020,region,E12000007,London,18,
21/07/2020,region,E12000006,East of England,66,0
03/03/2020,region,E12000007,London,6,
20/07/2020,region,E12000006,East of England,81,3
19/07/2020,region,E12000006,East of England,21,2
02/03/2020,region,E12000007,London,12,
01/03/2020,region,E12000007,London,10,
29/02/2020,region,E12000007,London,1,
28/02/2020,region,E12000007,London,3,
27/02/2020,region,E12000007,London,2,
26/02/2020,region,E12000007,London,2,
18/07/2020,region,E12000006,East of England,28,2
17/07/2020,region,E12000006,East of England,51,2
25/02/2020,region,E12000007,London,3,
16/07/2020,region,E12000006,East of England,62,1
15/07/2020,region,E12000006,East of England,55,1
24/02/2020,region,E12000007,London,1,
23/02/2020,region,E12000007,London,0,
22/02/2020,region,E12000007,London,0,
14/07/2020,region,E12000006,East of England,81,2
21/02/2020,region,E12000007,London,0,
20/02/2020,region,E12000007,London,0,
19/02/2020,region,E12000007,London,0,
18/02/2020,region,E12000007,London,0,
17/02/2020,region,E12000007,London,0,
16/02/2020,region,E12000007,London,0,
15/02/2020,region,E12000007,London,0,
14/02/2020,region,E12000007,London,0,
13/02/2020,region,E12000007,London,0,
13/07/2020,region,E12000006,East of England,64,7
12/02/2020,region,E12000007,London,0,
11/02/2020,region,E12000007,London,1,
10/02/2020,region,E12000007,London,0,
12/07/2020,region,E12000006,East of England,35,1
11/07/2020,region,E12000006,East of England,43,3
10/07/2020,region,E12000006,East of England,49,5
09/02/2020,region,E12000007,London,0,
08/02/2020,region,E12000007,London,0,
07/02/2020,region,E12000007,London,0,
09/07/2020,region,E12000006,East of England,54,6
06/02/2020,region,E12000007,London,0,
05/02/2020,region,E12000007,London,0,
08/07/2020,region,E12000006,East of England,76,2
07/07/2020,region,E12000006,East of England,39,5
04/02/2020,region,E12000007,London,0,
03/02/2020,region,E12000007,London,0,
02/02/2020,region,E12000007,London,0,
01/02/2020,region,E12000007,London,12,
31/01/2020,region,E12000007,London,1,
06/07/2020,region,E12000006,East of England,56,3
05/07/2020,region,E12000006,East of England,36,5
04/07/2020,region,E12000006,East of England,42,7
03/07/2020,region,E12000006,East of England,60,2
02/07/2020,region,E12000006,East of England,62,8
01/07/2020,region,E12000006,East of England,40,3
30/06/2020,region,E12000006,East of England,34,5
29/06/2020,region,E12000006,East of England,49,6
28/06/2020,region,E12000006,East of England,25,6
27/06/2020,region,E12000006,East of England,20,7
26/06/2020,region,E12000006,East of England,60,6
25/06/2020,region,E12000006,East of England,38,2
24/06/2020,region,E12000006,East of England,60,8
23/06/2020,region,E12000006,East of England,45,4
22/06/2020,region,E12000006,East of England,74,11
21/06/2020,region,E12000006,East of England,57,6
20/06/2020,region,E12000006,East of England,31,8
19/06/2020,region,E12000006,East of England,75,8
18/06/2020,region,E12000006,East of England,83,5
11/07/2020,region,E12000007,London,20,3
17/06/2020,region,E12000006,East of England,77,8
16/06/2020,region,E12000006,East of England,107,4
15/06/2020,region,E12000006,East of England,112,7
14/06/2020,region,E12000006,East of England,73,7
13/06/2020,region,E12000006,East of England,90,6
12/06/2020,region,E12000006,East of England,65,8
11/06/2020,region,E12000006,East of England,70,4
10/06/2020,region,E12000006,East of England,118,14
09/06/2020,region,E12000006,East of England,130,8
08/06/2020,region,E12000006,East of England,94,11
07/06/2020,region,E12000006,East of England,46,11
06/06/2020,region,E12000006,East of England,93,9
05/06/2020,region,E12000006,East of England,112,16
04/06/2020,region,E12000006,East of England,93,15
03/06/2020,region,E12000006,East of England,123,14
02/06/2020,region,E12000006,East of England,131,20
01/06/2020,region,E12000006,East of England,140,15
31/05/2020,region,E12000006,East of England,61,10
30/05/2020,region,E12000006,East of England,83,17
29/05/2020,region,E12000006,East of England,160,27
28/05/2020,region,E12000006,East of England,164,25
27/05/2020,region,E12000006,East of England,150,19
26/05/2020,region,E12000006,East of England,150,22
25/05/2020,region,E12000006,East of England,147,27
24/05/2020,region,E12000006,East of England,103,25
23/05/2020,region,E12000006,East of England,150,25
22/05/2020,region,E12000006,East of England,190,24
21/05/2020,region,E12000006,East of England,245,24
20/05/2020,region,E12000006,East of England,243,41
19/05/2020,region,E12000006,East of England,254,22
18/05/2020,region,E12000006,East of England,283,39
17/05/2020,region,E12000006,East of England,153,33
16/05/2020,region,E12000006,East of England,173,35
15/05/2020,region,E12000006,East of England,209,30
14/05/2020,region,E12000006,East of England,217,33
13/05/2020,region,E12000006,East of England,330,35
12/05/2020,region,E12000006,East of England,315,35
11/05/2020,region,E12000006,East of England,393,25
10/05/2020,region,E12000006,East of England,209,34
09/05/2020,region,E12000006,East of England,203,40
08/05/2020,region,E12000006,East of England,229,36
07/05/2020,region,E12000006,East of England,396,49
06/05/2020,region,E12000006,East of England,388,51
05/05/2020,region,E12000006,East of England,329,48
04/05/2020,region,E12000006,East of England,392,36
03/05/2020,region,E12000006,East of England,317,54
02/05/2020,region,E12000006,East of England,302,38
01/05/2020,region,E12000006,East of England,493,72
30/04/2020,region,E12000006,East of England,424,67
29/04/2020,region,E12000006,East of England,474,46
28/04/2020,region,E12000006,East of England,462,67
27/04/2020,region,E12000006,East of England,510,58
26/04/2020,region,E12000006,East of England,358,64
25/04/2020,region,E12000006,East of England,377,59
24/04/2020,region,E12000006,East of England,423,85
23/04/2020,region,E12000006,East of England,476,60
22/04/2020,region,E12000006,East of England,523,76
21/04/2020,region,E12000006,East of England,406,79
20/04/2020,region,E12000006,East of England,360,72
19/04/2020,region,E12000006,East of England,317,75
18/04/2020,region,E12000006,East of England,328,76
17/04/2020,region,E12000006,East of England,365,87
16/04/2020,region,E12000006,East of England,336,84
15/04/2020,region,E12000006,East of England,295,86
14/04/2020,region,E12000006,East of England,289,73
13/04/2020,region,E12000006,East of England,291,82
12/04/2020,region,E12000006,East of England,261,101
11/04/2020,region,E12000006,East of England,271,103
10/04/2020,region,E12000006,East of England,321,71
09/04/2020,region,E12000006,East of England,326,96
08/04/2020,region,E12000006,East of England,407,114
07/04/2020,region,E12000006,East of England,389,111
06/04/2020,region,E12000006,East of England,385,76
05/04/2020,region,E12000006,East of England,280,89
04/04/2020,region,E12000006,East of England,269,71
03/04/2020,region,E12000006,East of England,353,86
02/04/2020,region,E12000006,East of England,372,70
01/04/2020,region,E12000006,East of England,333,74
31/03/2020,region,E12000006,East of England,322,73
30/03/2020,region,E12000006,East of England,300,49
29/03/2020,region,E12000006,East of England,208,49
28/03/2020,region,E12000006,East of England,183,37
27/03/2020,region,E12000006,East of England,243,40
26/03/2020,region,E12000006,East of England,215,34
25/03/2020,region,E12000006,East of England,188,22
24/03/2020,region,E12000006,East of England,165,22
23/03/2020,region,E12000006,East of England,196,13
22/03/2020,region,E12000006,East of England,90,13
21/03/2020,region,E12000006,East of England,73,9
20/03/2020,region,E12000006,East of England,73,2
19/03/2020,region,E12000006,East of England,56,5
18/03/2020,region,E12000006,East of England,74,3
17/03/2020,region,E12000006,East of England,40,2
16/03/2020,region,E12000006,East of England,24,2
15/03/2020,region,E12000006,East of England,35,2
14/03/2020,region,E12000006,East of England,16,0
13/03/2020,region,E12000006,East of England,37,1
12/03/2020,region,E12000006,East of England,18,0
11/03/2020,region,E12000006,East of England,14,0
10/03/2020,region,E12000006,East of England,16,0
09/03/2020,region,E12000006,East of England,5,1
08/03/2020,region,E12000006,East of England,2,0
07/03/2020,region,E12000006,East of England,3,0
06/03/2020,region,E12000006,East of England,5,0
05/03/2020,region,E12000006,East of England,1,0
04/03/2020,region,E12000006,East of England,7,0
03/03/2020,region,E12000006,East of England,7,0
02/03/2020,region,E12000006,East of England,0,1
01/03/2020,region,E12000006,East of England,1,
29/02/2020,region,E12000006,East of England,0,
28/02/2020,region,E12000006,East of England,2,
27/02/2020,region,E12000006,East of England,1,
26/02/2020,region,E12000006,East of England,1,
03/01/2021,region,E12000006,East of England,6408,82
15/10/2020,region,E12000006,East of England,847,5
30/09/2020,region,E12000006,East of England,359,2
